Use.bias Bias Pop.size Elite.prop Tourny.size Standardized.fitness Adjusted.fitness Hits
false 1.000000 10240 0.000000 7 55.579044 0.017674388 136
false 1.000000 1024 0.000000 2 92.317795 0.0107160695 176
false 1.000000 1024 0.000000 3 237.8289 0.004187098 110
false 1.000000 1024 0.000000 5 129.45114 0.0076657054 281
false 1.000000 1024 0.000000 7 32.324585 0.030007876 524
false 1.000000 10240 0.010000 2 0.0 1.0 676
false 1.000000 10240 0.010000 3 0.0 1.0 676
false 1.000000 10240 0.010000 5 0.0 1.0 676
false 1.000000 10240 0.010000 7 25.743979 0.037391596 584
false 1.000000 1024 0.010000 2 141.33789 0.007025536 84
false 1.000000 1024 0.010000 3 73.047966 0.013504759 180
false 1.000000 1024 0.010000 5 27.579872 0.03498966 564
false 1.000000 1024 0.010000 7 120.472336 0.008232327 281
true 0.000000 10240 0.000000 2 130.01315 0.0076328213 36
true 0.000000 10240 0.000000 3 65.82571 0.014964301 96
true 0.000000 10240 0.000000 5 26.037436 0.036985755 584
true 0.000000 10240 0.000000 7 0.0 1.0 676
true 0.000000 1024 0.000000 2 267.53326 0.0037239334 84
true 0.000000 1024 0.000000 3 30.67561 0.031570032 500
true 0.000000 1024 0.000000 5 64.04737 0.015373412 77
true 0.000000 1024 0.000000 7 146.5275 0.0067783976 23
true 0.000000 10240 0.010000 2 0.0 1.0 676
true 0.000000 10240 0.010000 3 0.0 1.0 676
true 0.000000 10240 0.010000 5 114.03776 0.008692798 94
true 0.000000 10240 0.010000 7 0.0 1.0 676
true 0.000000 1024 0.010000 2 23.131031 0.041440416 504
true 0.000000 1024 0.010000 3 0.0 1.0 676
true 0.000000 1024 0.010000 5 60.724052 0.01620114 65
true 0.000000 1024 0.010000 7 30.93248 0.031316075 500
true 0.250000 10240 0.000000 2 25.455656 0.0377991 418
true 0.250000 10240 0.000000 3 0.0 1.0 676
true 0.250000 10240 0.000000 5 29.246443 0.03306174 552
true 0.250000 10240 0.000000 7 0.0 1.0 676
true 0.250000 1024 0.000000 2 158.12033 0.006284552 36
true 0.250000 1024 0.000000 3 49.29888 0.019881157 216
true 0.250000 1024 0.000000 5 102.90821 0.009623879 290
true 0.250000 1024 0.000000 7 24.331894 0.03947593 508
true 0.250000 10240 0.010000 2 0.0 1.0 676
true 0.250000 10240 0.010000 3 0.0 1.0 676
true 0.250000 10240 0.010000 5 0.0 1.0 676
true 0.250000 10240 0.010000 7 20.634317 0.046222858 518
true 0.250000 1024 0.010000 2 252.15092 0.0039502126 100
true 0.250000 1024 0.010000 3 26.65395 0.0361612 572
true 0.250000 1024 0.010000 5 140.67662 0.0070583276 38
true 0.250000 1024 0.010000 7 0.0 1.0 676
true 0.500000 10240 0.000000 2 30.115366 0.032138463 488
true 0.500000 10240 0.000000 3 0.0 1.0 676
true 0.500000 10240 0.000000 5 60.853634 0.0161672 198
true 0.500000 10240 0.000000 7 0.0 1.0 676
true 0.500000 1024 0.000000 2 257.56458 0.0038675058 88
true 0.500000 1024 0.000000 3 158.12033 0.006284552 36
true 0.500000 1024 0.000000 5 169.3457 0.0058704154 28
true 0.500000 1024 0.000000 7 35.90279 0.027098222 386
true 0.500000 10240 0.010000 2 0.0 1.0 676
true 0.500000 10240 0.010000 3 0.0 1.0 676
true 0.500000 10240 0.010000 5 66.257416 0.014868249 215
true 0.500000 10240 0.010000 7 50.83072 0.019293578 314
true 0.500000 1024 0.010000 2 69.80736 0.014122826 196
true 0.500000 1024 0.010000 3 261.45996 0.003810105 84
true 0.500000 1024 0.010000 5 140.61865 0.007061217 164
true 0.500000 1024 0.010000 7 30.711395 0.031534407 448
true 0.750000 10240 0.000000 2 17.589106 0.05379495 480
true 0.750000 10240 0.000000 3 0.0 1.0 676
true 0.750000 10240 0.000000 5 0.0 1.0 676
true 0.750000 10240 0.000000 7 0.0 1.0 676
true 0.750000 1024 0.000000 2 91.03572 0.0108653465 52
true 0.750000 1024 0.000000 3 235.7488 0.0042238864 110
true 0.750000 1024 0.000000 5 236.68083 0.004207323 123
true 0.750000 1024 0.000000 7 261.56458 0.0038085869 84
true 0.750000 10240 0.010000 2 0.0 1.0 676
true 0.750000 10240 0.010000 3 15.80967 0.05948957 572
true 0.750000 10240 0.010000 5 25.676275 0.037486494 584
true 0.750000 10240 0.010000 7 18.73101 0.050681643 164
true 0.750000 1024 0.010000 2 93.75414 0.010553628 248
true 0.750000 1024 0.010000 3 159.69452 0.0062229875 38
true 0.750000 1024 0.010000 5 133.77722 0.0074196514 127
true 0.750000 1024 0.010000 7 56.76759 0.017310744 104
true 1.000000 10240 0.000000 2 0.0 1.0 676
true 1.000000 10240 0.000000 3 0.0 1.0 676
true 1.000000 10240 0.000000 5 18.842094 0.050397906 136
true 1.000000 10240 0.000000 7 15.627583 0.060141034 546
true 1.000000 1024 0.000000 2 261.98407 0.0038025116 84
true 1.000000 1024 0.000000 3 217.72319 0.0045719887 104
true 1.000000 1024 0.000000 5 61.243427 0.016065953 178
true 1.000000 1024 0.000000 7 122.63236 0.008088497 310
true 1.000000 10240 0.010000 2 26.397427 0.03649978 580
true 1.000000 10240 0.010000 3 0.0 1.0 676
true 1.000000 10240 0.010000 5 0.0 1.0 676
true 1.000000 10240 0.010000 7 26.219883 0.03673785 574
true 1.000000 1024 0.010000 2 58.95783 0.01667839 248
true 1.000000 1024 0.010000 3 64.38631 0.015293722 184
true 1.000000 1024 0.010000 5 40.02238 0.024376936 344
true 1.000000 1024 0.010000 7 61.510605 0.015997285 56
false 1.000000 10240 0.000000 2 101.95243 0.009713224 28
false 1.000000 10240 0.000000 3 19.369566 0.049092848 312
false 1.000000 10240 0.000000 5 25.322695 0.03799003 576
false 1.000000 10240 0.000000 7 0.596975 0.62618387 676
false 1.000000 1024 0.000000 2 157.39725 0.006313241 38
false 1.000000 1024 0.000000 3 151.90947 0.0065398174 52
false 1.000000 1024 0.000000 5 31.867554 0.030425142 448
false 1.000000 1024 0.000000 7 34.378845 0.028265478 334
false 1.000000 10240 0.010000 2 68.735916 0.014339813 186
false 1.000000 10240 0.010000 3 0.0 1.0 676
false 1.000000 10240 0.010000 5 16.572128 0.056908302 483
false 1.000000 10240 0.010000 7 32.50909 0.029842649 148
false 1.000000 1024 0.010000 2 38.159283 0.025536729 316
false 1.000000 1024 0.010000 3 101.400764 0.009765552 70
false 1.000000 1024 0.010000 5 33.390533 0.02907777 466
false 1.000000 1024 0.010000 7 41.64584 0.023448946 136
true 0.000000 10240 0.000000 2 92.177605 0.010732193 32
true 0.000000 10240 0.000000 3 30.704653 0.031541113 506
true 0.000000 10240 0.000000 5 22.041933 0.043399137 544
true 0.000000 10240 0.000000 7 16.874819 0.05594462 482
true 0.000000 1024 0.000000 2 151.74194 0.00654699 38
true 0.000000 1024 0.000000 3 57.329544 0.01714397 50
true 0.000000 1024 0.000000 5 31.782022 0.030504527 418
true 0.000000 1024 0.000000 7 236.10414 0.004217556 102
true 0.000000 10240 0.010000 2 0.0 1.0 676
true 0.000000 10240 0.010000 3 64.68486 0.015224208 94
true 0.000000 10240 0.010000 5 0.0 1.0 676
true 0.000000 10240 0.010000 7 58.331463 0.016854463 76
true 0.000000 1024 0.010000 2 67.074165 0.014689861 58
true 0.000000 1024 0.010000 3 48.771984 0.020091625 272
true 0.000000 1024 0.010000 5 170.40941 0.0058339853 112
true 0.000000 1024 0.010000 7 25.9191 0.037148345 570
true 0.250000 10240 0.000000 2 105.08798 0.009426138 12
true 0.250000 10240 0.000000 3 0.0 1.0 676
true 0.250000 10240 0.000000 5 0.0 1.0 676
true 0.250000 10240 0.000000 7 0.0 1.0 676
true 0.250000 1024 0.000000 2 248.45047 0.004008812 94
true 0.250000 1024 0.000000 3 61.246044 0.016065277 62
true 0.250000 1024 0.000000 5 48.2514 0.02030399 74
true 0.250000 1024 0.000000 7 185.14151 0.005372257 179
true 0.250000 10240 0.010000 2 68.94978 0.01429597 204
true 0.250000 10240 0.010000 3 0.0 1.0 676
true 0.250000 10240 0.010000 5 0.0 1.0 676
true 0.250000 10240 0.010000 7 44.23137 0.022108551 302
true 0.250000 1024 0.010000 2 77.79275 0.012691524 56
true 0.250000 1024 0.010000 3 59.57698 0.016507922 106
true 0.250000 1024 0.010000 5 254.98407 0.003906493 88
true 0.250000 1024 0.010000 7 130.59428 0.0075991144 70
true 0.500000 10240 0.000000 2 89.92656 0.010997887 28
true 0.500000 10240 0.000000 3 70.50297 0.013985434 180
true 0.500000 10240 0.000000 5 44.756218 0.021854954 294
true 0.500000 10240 0.000000 7 57.44094 0.017111292 144
true 0.500000 1024 0.000000 2 30.713089 0.03153272 516
true 0.500000 1024 0.000000 3 118.090416 0.008396981 312
true 0.500000 1024 0.000000 5 218.03732 0.004565432 107
true 0.500000 1024 0.000000 7 260.98407 0.003817026 85
true 0.500000 10240 0.010000 2 0.0 1.0 676
true 0.500000 10240 0.010000 3 0.0 1.0 676
true 0.500000 10240 0.010000 5 17.097769 0.05525543 532
true 0.500000 10240 0.010000 7 42.067677 0.02321927 216
true 0.500000 1024 0.010000 2 235.6551 0.0042255586 116
true 0.500000 1024 0.010000 3 45.218674 0.021636276 284
true 0.500000 1024 0.010000 5 218.45085 0.004556829 106
true 0.500000 1024 0.010000 7 227.08609 0.0043843095 148
true 0.750000 10240 0.000000 2 27.433739 0.035169486 528
true 0.750000 10240 0.000000 3 0.0 1.0 676
true 0.750000 10240 0.000000 5 26.037683 0.036985416 582
true 0.750000 10240 0.000000 7 0.0 1.0 676
true 0.750000 1024 0.000000 2 142.08997 0.00698861 264
true 0.750000 1024 0.000000 3 30.68248 0.031563185 501
true 0.750000 1024 0.000000 5 2.0551703 0.327314 672
true 0.750000 1024 0.000000 7 261.98407 0.0038025116 84
true 0.750000 10240 0.010000 2 41.575844 0.023487497 160
true 0.750000 10240 0.010000 3 0.0 1.0 676
true 0.750000 10240 0.010000 5 0.0 1.0 676
true 0.750000 10240 0.010000 7 45.930416 0.021308143 72
true 0.750000 1024 0.010000 2 21.840233 0.04378239 420
true 0.750000 1024 0.010000 3 122.77774 0.008078997 84
true 0.750000 1024 0.010000 5 44.197144 0.022125293 55
true 0.750000 1024 0.010000 7 39.208405 0.024870422 381
true 1.000000 10240 0.000000 2 16.589106 0.056853373 484
true 1.000000 10240 0.000000 3 61.103413 0.016102174 114
true 1.000000 10240 0.000000 5 0.0 1.0 676
true 1.000000 10240 0.000000 7 0.0 1.0 676
true 1.000000 1024 0.000000 2 103.641914 0.0095564 242
true 1.000000 1024 0.000000 3 106.30711 0.0093190465 28
true 1.000000 1024 0.000000 5 30.512236 0.031733707 520
true 1.000000 1024 0.000000 7 37.823097 0.025757862 482
true 1.000000 10240 0.010000 2 27.579872 0.03498966 564
true 1.000000 10240 0.010000 3 0.0 1.0 676
true 1.000000 10240 0.010000 5 0.0 1.0 676
true 1.000000 10240 0.010000 7 0.29099783 0.7745946 672
true 1.000000 1024 0.010000 2 138.02136 0.0071931393 172
true 1.000000 1024 0.010000 3 41.653656 0.023444649 308
true 1.000000 1024 0.010000 5 41.801647 0.023363587 152
true 1.000000 1024 0.010000 7 256.98407 0.0038762083 89
false 1.000000 10240 0.000000 2 136.63235 0.0072657336 270
false 1.000000 10240 0.000000 3 29.91053 0.032351434 538
false 1.000000 10240 0.000000 5 0.0 1.0 676
false 1.000000 10240 0.000000 7 69.763916 0.014131496 198
false 1.000000 1024 0.000000 2 89.92656 0.010997887 28
false 1.000000 1024 0.000000 3 32.44191 0.029902598 506
false 1.000000 1024 0.000000 5 141.2696 0.007028908 220
false 1.000000 1024 0.000000 7 118.090416 0.008396981 312
false 1.000000 10240 0.010000 2 0.0 1.0 676
false 1.000000 10240 0.010000 3 0.0 1.0 676
false 1.000000 10240 0.010000 5 69.66432 0.014151413 200
false 1.000000 10240 0.010000 7 21.849928 0.043763813 558
false 1.000000 1024 0.010000 2 117.106834 0.008466911 28
false 1.000000 1024 0.010000 3 26.397427 0.03649978 580
false 1.000000 1024 0.010000 5 0.0 1.0 676
false 1.000000 1024 0.010000 7 135.42735 0.007329908 159
true 0.000000 10240 0.000000 2 89.92656 0.010997887 28
true 0.000000 10240 0.000000 3 0.0 1.0 676
true 0.000000 10240 0.000000 5 18.783657 0.050546773 596
true 0.000000 10240 0.000000 7 21.1282 0.045191202 516
true 0.000000 1024 0.000000 2 158.12033 0.006284552 36
true 0.000000 1024 0.000000 3 144.09042 0.0068922536 260
true 0.000000 1024 0.000000 5 140.6765 0.0070583336 39
true 0.000000 1024 0.000000 7 228.44765 0.0043582926 124
true 0.000000 10240 0.010000 2 25.4834 0.0377595 416
true 0.000000 10240 0.010000 3 59.648193 0.016488537 84
true 0.000000 10240 0.010000 5 3.7296777 0.21143089 667
true 0.000000 10240 0.010000 7 0.0 1.0 676
true 0.000000 1024 0.010000 2 92.791824 0.01066191 284
true 0.000000 1024 0.010000 3 139.11339 0.007137077 86
true 0.000000 1024 0.010000 5 27.835983 0.034678895 528
true 0.000000 1024 0.010000 7 220.06593 0.004523537 100
true 0.250000 10240 0.000000 2 0.0 1.0 676
true 0.250000 10240 0.000000 3 0.0 1.0 676
true 0.250000 10240 0.000000 5 16.426891 0.05738258 504
true 0.250000 10240 0.000000 7 0.0 1.0 676
true 0.250000 1024 0.000000 2 158.12033 0.006284552 36
true 0.250000 1024 0.000000 3 215.90338 0.0046103476 107
true 0.250000 1024 0.000000 5 232.49551 0.0042827376 110
true 0.250000 1024 0.000000 7 271.03217 0.003676036 94
true 0.250000 10240 0.010000 2 0.0 1.0 676
true 0.250000 10240 0.010000 3 0.0 1.0 676
true 0.250000 10240 0.010000 5 0.0 1.0 676
true 0.250000 10240 0.010000 7 62.577164 0.015728919 96
true 0.250000 1024 0.010000 2 67.72493 0.01455076 76
true 0.250000 1024 0.010000 3 120.16802 0.008253003 284
true 0.250000 1024 0.010000 5 39.700916 0.024569472 141
true 0.250000 1024 0.010000 7 255.43604 0.003899608 86
true 0.500000 10240 0.000000 2 30.67561 0.031570032 500
true 0.500000 10240 0.000000 3 0.0 1.0 676
true 0.500000 10240 0.000000 5 0.0 1.0 676
true 0.500000 10240 0.000000 7 105.06146 0.009428496 184
true 0.500000 1024 0.000000 2 261.98407 0.0038025116 84
true 0.500000 1024 0.000000 3 257.56458 0.0038675058 88
true 0.500000 1024 0.000000 5 56.98845 0.017244814 68
true 0.500000 1024 0.000000 7 233.72595 0.004260287 120
true 0.500000 10240 0.010000 2 64.84416 0.015187375 120
true 0.500000 10240 0.010000 3 8.245936 0.10815562 466
true 0.500000 10240 0.010000 5 6.7748218 0.12862031 568
true 0.500000 10240 0.010000 7 0.0 1.0 676
true 0.500000 1024 0.010000 2 36.17048 0.02690307 212
true 0.500000 1024 0.010000 3 32.966198 0.029441034 504
true 0.500000 1024 0.010000 5 100.55852 0.00984654 94
true 0.500000 1024 0.010000 7 30.600723 0.031644844 510
true 0.750000 10240 0.000000 2 38.93336 0.025041718 296
true 0.750000 10240 0.000000 3 4.152842 0.19406766 668
true 0.750000 10240 0.000000 5 0.0 1.0 676
true 0.750000 10240 0.000000 7 8.44874 0.105834216 612
true 0.750000 1024 0.000000 2 241.882 0.0041172258 110
true 0.750000 1024 0.000000 3 35.874985 0.027118655 305
true 0.750000 1024 0.000000 5 261.98407 0.0038025116 84
true 0.750000 1024 0.000000 7 26.523636 0.03633241 568
true 0.750000 10240 0.010000 2 0.0 1.0 676
true 0.750000 10240 0.010000 3 69.42122 0.0142002655 198
true 0.750000 10240 0.010000 5 0.0 1.0 676
true 0.750000 10240 0.010000 7 0.0 1.0 676
true 0.750000 1024 0.010000 2 152.94441 0.006495851 40
true 0.750000 1024 0.010000 3 27.719002 0.03482015 464
true 0.750000 1024 0.010000 5 69.80736 0.014122826 196
true 0.750000 1024 0.010000 7 132.20853 0.007507027 278
true 1.000000 10240 0.000000 2 0.0 1.0 676
true 1.000000 10240 0.000000 3 0.0 1.0 676
true 1.000000 10240 0.000000 5 25.434357 0.037829556 584
true 1.000000 10240 0.000000 7 0.0 1.0 676
true 1.000000 1024 0.000000 2 61.07907 0.016108489 54
true 1.000000 1024 0.000000 3 234.02841 0.004254805 121
true 1.000000 1024 0.000000 5 227.70027 0.0043725353 112
true 1.000000 1024 0.000000 7 9.817779 0.09244042 468
true 1.000000 10240 0.010000 2 25.707697 0.03744239 548
true 1.000000 10240 0.010000 3 25.32379 0.03798845 588
true 1.000000 10240 0.010000 5 0.0 1.0 676
true 1.000000 10240 0.010000 7 68.10954 0.014469782 201
true 1.000000 1024 0.010000 2 261.98407 0.0038025116 84
true 1.000000 1024 0.010000 3 28.806904 0.033549275 494
true 1.000000 1024 0.010000 5 261.98407 0.0038025116 84
true 1.000000 1024 0.010000 7 52.578194 0.01866431 104
false 1.000000 10240 0.000000 2 67.30759 0.014639663 56
false 1.000000 10240 0.000000 3 0.0 1.0 676
false 1.000000 10240 0.000000 5 26.286715 0.03664787 570
false 1.000000 10240 0.000000 7 17.571693 0.053845387 600
false 1.000000 1024 0.000000 2 159.69333 0.0062230336 132
false 1.000000 1024 0.000000 3 261.55573 0.0038087154 84
false 1.000000 1024 0.000000 5 242.12846 0.004113052 54
false 1.000000 1024 0.000000 7 43.36841 0.02253856 221
false 1.000000 10240 0.010000 2 0.0 1.0 676
false 1.000000 10240 0.010000 3 0.0 1.0 676
false 1.000000 10240 0.010000 5 1.747491E-13 1.0 676
false 1.000000 10240 0.010000 7 0.0 1.0 676
false 1.000000 1024 0.010000 2 66.299324 0.01485899 242
false 1.000000 1024 0.010000 3 200.92207 0.0049524056 104
false 1.000000 1024 0.010000 5 30.015244 0.03224221 500
false 1.000000 1024 0.010000 7 140.30986 0.007076647 148
true 0.000000 10240 0.000000 2 89.92656 0.010997887 28
true 0.000000 10240 0.000000 3 0.0 1.0 676
true 0.000000 10240 0.000000 5 0.0 1.0 676
true 0.000000 10240 0.000000 7 0.0 1.0 676
true 0.000000 1024 0.000000 2 123.032036 0.008062433 208
true 0.000000 1024 0.000000 3 158.12033 0.006284552 36
true 0.000000 1024 0.000000 5 162.48698 0.006116695 120
true 0.000000 1024 0.000000 7 118.090416 0.008396981 312
true 0.000000 10240 0.010000 2 24.727692 0.038868625 368
true 0.000000 10240 0.010000 3 0.0 1.0 676
true 0.000000 10240 0.010000 5 28.40884 0.03400338 492
true 0.000000 10240 0.010000 7 26.558426 0.036286544 576
true 0.000000 1024 0.010000 2 127.11732 0.0078053465 140
true 0.000000 1024 0.010000 3 135.68619 0.0073160282 266
true 0.000000 1024 0.010000 5 24.498562 0.039217897 508
true 0.000000 1024 0.010000 7 230.41301 0.004321278 116
true 0.250000 10240 0.000000 2 0.0 1.0 676
true 0.250000 10240 0.000000 3 25.284653 0.038045015 520
true 0.250000 10240 0.000000 5 0.0 1.0 676
true 0.250000 10240 0.000000 7 22.99715 0.041671615 544
true 0.250000 1024 0.000000 2 255.53326 0.00389813 94
true 0.250000 1024 0.000000 3 239.88719 0.0041513206 80
true 0.250000 1024 0.000000 5 214.10365 0.0046489215 100
true 0.250000 1024 0.000000 7 258.05267 0.003860219 86
true 0.250000 10240 0.010000 2 0.0 1.0 676
true 0.250000 10240 0.010000 3 0.0 1.0 676
true 0.250000 10240 0.010000 5 0.0 1.0 676
true 0.250000 10240 0.010000 7 0.0 1.0 676
true 0.250000 1024 0.010000 2 50.29894 0.01949358 100
true 0.250000 1024 0.010000 3 255.73308 0.0038950958 85
true 0.250000 1024 0.010000 5 135.00778 0.0073525202 190
true 0.250000 1024 0.010000 7 249.13011 0.003997919 87
true 0.500000 10240 0.000000 2 30.713089 0.03153272 516
true 0.500000 10240 0.000000 3 0.0 1.0 676
true 0.500000 10240 0.000000 5 0.0 1.0 676
true 0.500000 10240 0.000000 7 0.0 1.0 676
true 0.500000 1024 0.000000 2 190.60754 0.0052190013 26
true 0.500000 1024 0.000000 3 198.644 0.005008916 101
true 0.500000 1024 0.000000 5 35.94762 0.027065342 306
true 0.500000 1024 0.000000 7 32.0777 0.030231846 512
true 0.500000 10240 0.010000 2 35.63486 0.027296405 98
true 0.500000 10240 0.010000 3 0.0 1.0 676
true 0.500000 10240 0.010000 5 18.729584 0.050685305 530
true 0.500000 10240 0.010000 7 51.89503 0.018905368 260
true 0.500000 1024 0.010000 2 220.03732 0.004524123 105
true 0.500000 1024 0.010000 3 216.74237 0.0045925835 101
true 0.500000 1024 0.010000 5 27.305115 0.035329305 502
true 0.500000 1024 0.010000 7 207.44688 0.004797385 101
true 0.750000 10240 0.000000 2 69.311584 0.014222408 197
true 0.750000 10240 0.000000 3 0.0 1.0 676
true 0.750000 10240 0.000000 5 22.573503 0.042420506 278
true 0.750000 10240 0.000000 7 17.125605 0.055170573 492
true 0.750000 1024 0.000000 2 157.62958 0.0063039945 72
true 0.750000 1024 0.000000 3 260.18085 0.0038287647 104
true 0.750000 1024 0.000000 5 260.98407 0.003817026 85
true 0.750000 1024 0.000000 7 17.660528 0.05358905 500
true 0.750000 10240 0.010000 2 0.0 1.0 676
true 0.750000 10240 0.010000 3 0.0 1.0 676
true 0.750000 10240 0.010000 5 27.31451 0.03531758 210
true 0.750000 10240 0.010000 7 55.681767 0.017642358 254
true 0.750000 1024 0.010000 2 30.39305 0.031854186 524
true 0.750000 1024 0.010000 3 134.52243 0.0073788525 216
true 0.750000 1024 0.010000 5 145.56696 0.0068228203 41
true 0.750000 1024 0.010000 7 143.84554 0.0069039064 141
true 1.000000 10240 0.000000 2 36.14762 0.026919624 304
true 1.000000 10240 0.000000 3 26.315851 0.03660878 584
true 1.000000 10240 0.000000 5 59.4528 0.016541831 192
true 1.000000 10240 0.000000 7 50.80591 0.019302817 217
true 1.000000 1024 0.000000 2 23.165228 0.041381773 508
true 1.000000 1024 0.000000 3 259.98407 0.0038316515 85
