Generation	Bias	Standardized.fitness	Adjusted.fitness	Hits
44	true	8.100598	0.109882884	24
45	true	8.098277	0.10991092	21
46	true	8.096445	0.109933056	19
47	true	8.096445	0.109933056	19
48	true	8.093672	0.10996658	23
49	true	8.093672	0.10996658	23
50	true	8.086195	0.11005707	21
0	false	28.060574	0.034410883	1
1	false	26.3712	0.036534753	0
2	false	21.129566	0.045188416	1
3	false	18.976643	0.05005846	0
4	false	18.714535	0.050723996	1
5	false	12.373516	0.07477465	2
6	false	12.290729	0.07524042	4
7	false	12.2953005	0.07521455	4
8	false	12.2953005	0.07521455	4
9	false	11.93068	0.077335455	4
10	false	11.352783	0.08095342	4
11	false	10.658574	0.08577378	3
12	false	10.625061	0.08602105	3
13	false	9.828297	0.09235063	5
14	false	8.724268	0.102835506	5
15	false	9.766421	0.092881374	10
16	false	9.261614	0.09745056	6
17	false	8.265214	0.107930586	5
18	false	8.265214	0.107930586	5
19	false	8.265214	0.107930586	5
20	false	8.130307	0.10952534	8
21	false	7.9808426	0.11134813	2
22	false	7.480578	0.1179165	2
23	false	7.4068513	0.118950605	3
24	false	6.4271846	0.13464051	7
25	false	6.354215	0.13597643	7
26	false	6.335305	0.13632698	7
27	false	6.131715	0.14021873	9
28	false	4.962591	0.16771232	23
29	false	4.962591	0.16771232	23
30	false	4.09202	0.19638571	13
31	false	4.09202	0.19638571	13
32	false	3.7356262	0.21116531	15
33	false	3.2824817	0.23350947	14
34	false	2.6560316	0.27352062	12
35	false	2.6560316	0.27352062	12
36	false	2.654242	0.27365455	12
37	false	2.4609392	0.2889389	11
38	false	2.361311	0.29750296	17
39	false	2.361311	0.29750296	17
40	false	2.341348	0.2992804	20
41	false	2.341348	0.2992804	20
42	false	2.3251605	0.30073735	15
43	false	2.3134694	0.30179846	10
44	false	2.3134694	0.30179846	10
45	false	2.3107095	0.30205005	13
46	false	2.2461617	0.30805612	21
47	false	2.0536993	0.32747167	26
48	false	2.0536993	0.32747167	26
49	false	2.0502417	0.32784286	31
50	false	1.9898378	0.3344663	30
0	true	26.271818	0.036667887	0
1	true	24.24862	0.039606128	0
2	true	24.389626	0.039386164	0
3	true	20.970263	0.04551607	1
4	true	17.291199	0.0546711	2
5	true	14.2996435	0.065361	2
6	true	13.738992	0.067847244	2
7	true	10.852521	0.08437024	2
8	true	9.887944	0.0918447	0
9	true	8.049764	0.11050012	1
10	true	5.924495	0.14441486	3
11	true	5.924495	0.14441486	3
12	true	5.222556	0.16070566	4
13	true	5.222556	0.16070566	4
14	true	5.1692023	0.16209552	2
15	true	3.9686599	0.2012615	6
16	true	3.9470932	0.20213892	7
17	true	3.786382	0.20892608	5
18	true	3.786382	0.20892608	5
19	true	3.786382	0.20892608	5
20	true	3.690999	0.21317421	8
21	true	3.6884077	0.21329202	7
22	true	3.6501408	0.21504726	5
23	true	3.4758906	0.22341922	9
24	true	3.419851	0.22625196	7
25	true	3.3568275	0.22952479	5
26	true	3.3126788	0.23187444	6
27	true	3.3126788	0.23187444	6
28	true	3.167071	0.23997669	11
29	true	3.167071	0.23997669	11
30	true	3.1527903	0.24080196	13
31	true	3.094842	0.24420966	7
32	true	3.0616884	0.24620304	7
33	true	3.0108879	0.24932134	20
34	true	2.8101573	0.26245636	11
35	true	2.7262044	0.26836962	9
36	true	2.6029046	0.27755383	10
37	true	2.2998567	0.30304345	11
38	true	2.0106432	0.33215493	13
39	true	1.9384948	0.3403103	12
40	true	1.879837	0.34724188	11
41	true	1.8749611	0.3478308	10
42	true	1.8695513	0.34848654	12
43	true	1.7798562	0.35973084	11
44	true	1.7417811	0.3647264	14
45	true	1.741701	0.36473706	14
46	true	1.741701	0.36473706	14
47	true	1.7145011	0.3683918	13
48	true	1.64733	0.37773907	15
49	true	1.64733	0.37773907	15
50	true	1.64733	0.37773907	15
0	false	24.313866	0.03950404	0
1	false	24.313866	0.03950404	0
2	false	20.535286	0.04643542	0
3	false	20.535286	0.04643542	0
4	false	18.995777	0.05001056	1
5	false	17.869368	0.052995946	2
6	false	17.906902	0.052890737	2
7	false	17.00621	0.055536393	0
8	false	16.285522	0.05785188	1
9	false	16.285522	0.05785188	1
10	false	16.273281	0.05789288	1
11	false	16.21971	0.058072988	2
12	false	15.133321	0.061983522	2
13	false	15.8471985	0.05935705	1
14	false	15.464531	0.060736623	3
15	false	15.464531	0.060736623	3
16	false	12.024552	0.07677807	4
17	false	11.81967	0.07800513	3
18	false	11.81967	0.07800513	3
19	false	10.728365	0.08526338	2
20	false	9.86749	0.09201757	3
21	false	8.871332	0.10130345	1
22	false	8.871332	0.10130345	1
23	false	8.470864	0.10558698	3
24	false	8.478647	0.10550029	2
25	false	6.1023464	0.14079854	5
26	false	6.1023464	0.14079854	5
27	false	6.034652	0.14215344	4
28	false	5.7640367	0.14784071	4
29	false	5.5627284	0.15237565	4
30	false	5.5627284	0.15237565	4
31	false	4.9142942	0.16908188	4
32	false	4.9142942	0.16908188	4
33	false	4.8639627	0.17053315	3
34	false	4.7886176	0.17275281	6
35	false	4.692875	0.17565817	5
36	false	4.5172133	0.18125091	3
37	false	4.344843	0.18709624	4
38	false	4.344843	0.18709624	4
39	false	4.344843	0.18709624	4
40	false	4.344843	0.18709624	4
41	false	4.3175683	0.18805589	5
42	false	4.3175683	0.18805589	5
43	false	4.3175683	0.18805589	5
44	false	4.2882247	0.18909937	4
45	false	4.143014	0.19443852	5
46	false	4.0491543	0.19805297	6
47	false	4.0139766	0.19944249	7
48	false	4.0139766	0.19944249	7
49	false	3.9994123	0.2000235	4
50	false	3.9994123	0.2000235	4
0	true	24.102247	0.03983707	1
1	true	24.102247	0.03983707	1
2	true	24.102247	0.03983707	1
3	true	24.102247	0.03983707	1
4	true	23.06849	0.0415481	2
5	true	19.92517	0.047789335	2
6	true	17.132565	0.0551494	3
7	true	17.126596	0.055167556	3
8	true	16.804565	0.05616537	4
9	true	14.081086	0.06630822	3
10	true	11.604673	0.07933565	2
11	true	10.626644	0.08600934	4
12	true	10.340938	0.08817613	4
13	true	9.751653	0.09300896	7
14	true	7.4772263	0.11796311	10
15	true	7.388265	0.119214155	9
16	true	5.253837	0.15990183	7
17	true	5.253837	0.15990183	7
18	true	4.8206353	0.17180255	7
19	true	3.8094578	0.20792365	9
20	true	3.7215815	0.21179344	8
21	true	3.4331653	0.22557245	13
22	true	3.092608	0.24434297	11
23	true	3.0831666	0.24490796	9
24	true	3.0442612	0.24726397	10
25	true	2.9054732	0.2560509	10
26	true	2.7745295	0.26493368	9
27	true	2.257939	0.30694252	16
28	true	2.2558386	0.30714053	16
29	true	2.2558386	0.30714053	16
30	true	2.2558386	0.30714053	16
31	true	2.2376108	0.30886975	14
32	true	2.208706	0.31165212	16
33	true	2.1883826	0.31363866	15
