Use.bias Bias Pop.size Elite.prop Tourny.size Standardized.fitness Adjusted.fitness Hits
true 0.250000 1024 0.000000 7 35.661217 0.027276782 216
true 0.250000 10240 0.010000 2 14.335134 0.06520974 212
true 0.250000 10240 0.010000 3 11.705749 0.078704536 292
true 0.250000 10240 0.010000 5 13.996034 0.0666843 272
true 0.250000 10240 0.010000 7 14.241488 0.06561039 176
true 0.250000 1024 0.010000 2 42.794067 0.022834143 80
true 0.250000 1024 0.010000 3 22.281363 0.042952813 144
true 0.250000 1024 0.010000 5 29.664488 0.032611012 160
true 0.250000 1024 0.010000 7 13.427866 0.06931032 132
true 0.500000 10240 0.000000 2 12.386594 0.0747016 376
true 0.500000 10240 0.000000 3 14.656103 0.06387285 432
true 0.500000 10240 0.000000 5 19.08335 0.04979249 292
true 0.500000 10240 0.000000 7 5.6313305 0.1507993 456
true 0.500000 1024 0.000000 2 17.892834 0.052930124 216
true 0.500000 1024 0.000000 3 26.44702 0.036433827 140
true 0.500000 1024 0.000000 5 36.786858 0.026464228 220
true 0.500000 1024 0.000000 7 13.990481 0.066709 264
true 0.500000 10240 0.010000 2 16.417517 0.057413466 484
true 0.500000 10240 0.010000 3 9.85096 0.092157744 328
true 0.500000 10240 0.010000 5 7.6457915 0.1156632 452
true 0.500000 10240 0.010000 7 13.146665 0.07068804 344
true 0.500000 1024 0.010000 2 7.1838098 0.12219249 364
true 0.500000 1024 0.010000 3 14.510988 0.064470425 292
true 0.500000 1024 0.010000 5 36.701965 0.026523815 108
true 0.500000 1024 0.010000 7 52.678238 0.018629523 180
true 0.750000 10240 0.000000 2 12.831224 0.07230018 252
true 0.750000 10240 0.000000 3 15.123818 0.062020052 204
true 0.750000 10240 0.000000 5 10.733962 0.085222706 400
true 0.750000 10240 0.000000 7 9.355795 0.09656429 304
true 0.750000 1024 0.000000 2 26.912193 0.035826635 132
true 0.750000 1024 0.000000 3 84.95771 0.011633628 48
true 0.750000 1024 0.000000 5 39.76066 0.02453346 144
true 0.750000 1024 0.000000 7 57.257412 0.017165197 72
true 0.750000 10240 0.010000 2 16.045063 0.058668014 224
true 0.750000 10240 0.010000 3 12.504096 0.0740516 168
true 0.750000 10240 0.010000 5 7.14194 0.12282085 456
true 0.750000 10240 0.010000 7 12.097775 0.07634884 368
true 0.750000 1024 0.010000 2 22.186657 0.043128252 264
true 0.750000 1024 0.010000 3 19.665173 0.048390593 216
true 0.750000 1024 0.010000 5 19.852804 0.04795518 200
true 0.750000 1024 0.010000 7 47.10916 0.020786062 28
true 1.000000 10240 0.000000 2 16.390451 0.05750282 320
true 1.000000 10240 0.000000 3 13.418727 0.06935425 244
true 1.000000 10240 0.000000 5 6.4641266 0.13397415 532
true 1.000000 10240 0.000000 7 6.8573046 0.1272701 468
true 1.000000 1024 0.000000 2 73.408585 0.01343931 40
true 1.000000 1024 0.000000 3 66.365234 0.014844452 36
true 1.000000 1024 0.000000 5 39.07701 0.02495196 100
true 1.000000 1024 0.000000 7 17.2988 0.054648392 308
true 1.000000 10240 0.010000 2 12.546604 0.073819235 248
true 1.000000 10240 0.010000 3 9.997697 0.09092813 428
true 1.000000 10240 0.010000 5 20.294216 0.04696111 312
true 1.000000 10240 0.010000 7 9.164925 0.09837751 380
true 1.000000 1024 0.010000 2 41.49789 0.02353058 140
true 1.000000 1024 0.010000 3 21.311485 0.044819966 128
true 1.000000 1024 0.010000 5 25.23891 0.038111337 276
true 1.000000 1024 0.010000 7 33.728706 0.028794622 152
false 1.000000 10240 0.000000 2 29.646507 0.032630146 60
false 1.000000 10240 0.000000 3 13.796091 0.067585416 208
false 1.000000 10240 0.000000 5 11.936691 0.07729952 544
false 1.000000 10240 0.000000 7 11.178886 0.08210931 248
false 1.000000 1024 0.000000 2 46.730427 0.020950997 68
false 1.000000 1024 0.000000 3 39.439945 0.024728026 60
false 1.000000 1024 0.000000 5 9.318467 0.09691362 368
false 1.000000 1024 0.000000 7 43.177814 0.022635795 118
false 1.000000 10240 0.010000 2 15.478534 0.06068501 280
false 1.000000 10240 0.010000 3 9.332763 0.09677954 464
false 1.000000 10240 0.010000 5 3.8106952 0.20787017 552
false 1.000000 10240 0.010000 7 16.243975 0.05799127 408
false 1.000000 1024 0.010000 2 27.859274 0.034650907 156
false 1.000000 1024 0.010000 3 21.648037 0.044153936 88
false 1.000000 1024 0.010000 5 41.425415 0.023570778 100
false 1.000000 1024 0.010000 7 22.594563 0.042382646 208
true 0.000000 10240 0.000000 2 36.509903 0.026659627 60
true 0.000000 10240 0.000000 3 18.394428 0.0515612 160
true 0.000000 10240 0.000000 5 10.650775 0.0858312 352
true 0.000000 10240 0.000000 7 8.532625 0.1049029 388
true 0.000000 1024 0.000000 2 43.392975 0.022526087 172
true 0.000000 1024 0.000000 3 24.388432 0.03938802 168
true 0.000000 1024 0.000000 5 4.2844806 0.18923336 532
true 0.000000 1024 0.000000 7 42.838688 0.022810902 120
true 0.000000 10240 0.010000 2 19.65047 0.048425045 268
true 0.000000 10240 0.010000 3 17.028524 0.055467658 200
true 0.000000 10240 0.010000 5 9.664586 0.09376829 328
true 0.000000 10240 0.010000 7 8.451257 0.10580604 380
true 0.000000 1024 0.010000 2 24.293114 0.039536454 200
true 0.000000 1024 0.010000 3 35.15718 0.027657023 192
true 0.000000 1024 0.010000 5 26.575758 0.036263734 172
true 0.000000 1024 0.010000 7 41.417793 0.023575012 112
true 0.250000 10240 0.000000 2 25.16741 0.038215473 164
true 0.250000 10240 0.000000 3 16.358692 0.057608027 252
true 0.250000 10240 0.000000 5 12.015882 0.07682922 408
true 0.250000 10240 0.000000 7 8.297839 0.10755187 436
true 0.250000 1024 0.000000 2 46.61859 0.0210002 88
true 0.250000 1024 0.000000 3 35.02639 0.02775743 96
true 0.250000 1024 0.000000 5 48.570652 0.020173227 74
true 0.250000 1024 0.000000 7 10.663066 0.085740745 296
true 0.250000 10240 0.010000 2 11.415098 0.08054709 380
true 0.250000 10240 0.010000 3 16.693949 0.0565165 216
true 0.250000 10240 0.010000 5 14.695252 0.063713536 292
true 0.250000 10240 0.010000 7 10.392102 0.08778011 336
true 0.250000 1024 0.010000 2 40.477364 0.024109537 184
true 0.250000 1024 0.010000 3 18.773485 0.050572775 132
true 0.250000 1024 0.010000 5 27.742994 0.034791086 156
true 0.250000 1024 0.010000 7 21.16461 0.04511697 212
true 0.500000 10240 0.000000 2 13.886527 0.06717484 260
true 0.500000 10240 0.000000 3 13.811833 0.067513585 244
true 0.500000 10240 0.000000 5 13.442643 0.0692394 220
true 0.500000 10240 0.000000 7 12.060362 0.07656756 332
true 0.500000 1024 0.000000 2 31.902308 0.030393006 84
true 0.500000 1024 0.000000 3 20.023363 0.04756613 148
true 0.500000 1024 0.000000 5 38.41225 0.025372822 300
true 0.500000 1024 0.000000 7 20.248251 0.0470627 148
true 0.500000 10240 0.010000 2 10.558981 0.08651282 316
true 0.500000 10240 0.010000 3 11.303888 0.08127512 244
true 0.500000 10240 0.010000 5 14.214804 0.06572546 296
true 0.500000 10240 0.010000 7 7.6079164 0.11617214 464
true 0.500000 1024 0.010000 2 43.693623 0.022374557 136
true 0.500000 1024 0.010000 3 19.739296 0.048217643 160
true 0.500000 1024 0.010000 5 7.743487 0.11437085 460
true 0.500000 1024 0.010000 7 12.777007 0.0725847 332
true 0.750000 10240 0.000000 2 17.77019 0.05327597 148
true 0.750000 10240 0.000000 3 6.771286 0.12867883 444
true 0.750000 10240 0.000000 5 6.068474 0.14147325 524
true 0.750000 10240 0.000000 7 13.694631 0.06805207 484
true 0.750000 1024 0.000000 2 24.649107 0.03898771 108
true 0.750000 1024 0.000000 3 24.84126 0.0386978 196
true 0.750000 1024 0.000000 5 26.490751 0.03637587 112
true 0.750000 1024 0.000000 7 53.698174 0.018282145 204
true 0.750000 10240 0.010000 2 14.33184 0.065223746 412
true 0.750000 10240 0.010000 3 7.8285975 0.11326826 400
true 0.750000 10240 0.010000 5 11.206669 0.081922434 424
true 0.750000 10240 0.010000 7 16.123674 0.058398683 124
true 0.750000 1024 0.010000 2 36.603607 0.026593193 222
true 0.750000 1024 0.010000 3 95.75771 0.010335093 40
true 0.750000 1024 0.010000 5 22.663969 0.042258337 172
true 0.750000 1024 0.010000 7 43.408367 0.022518279 264
true 1.000000 10240 0.000000 2 16.466518 0.057252396 128
true 1.000000 10240 0.000000 3 11.164933 0.08220349 312
true 1.000000 10240 0.000000 5 12.390671 0.07467886 340
true 1.000000 10240 0.000000 7 13.378995 0.06954589 288
true 1.000000 1024 0.000000 2 34.40465 0.028244875 104
true 1.000000 1024 0.000000 3 15.3785925 0.061055303 164
true 1.000000 1024 0.000000 5 15.845244 0.05936393 336
true 1.000000 1024 0.000000 7 21.886229 0.0436944 196
true 1.000000 10240 0.010000 2 3.611926 0.21682915 568
true 1.000000 10240 0.010000 3 9.668202 0.09373651 324
true 1.000000 10240 0.010000 5 14.485265 0.06457752 200
true 1.000000 10240 0.010000 7 5.878994 0.1453701 496
true 1.000000 1024 0.010000 2 20.336699 0.046867605 92
true 1.000000 1024 0.010000 3 44.558746 0.021949682 68
true 1.000000 1024 0.010000 5 39.21631 0.024865534 80
true 1.000000 1024 0.010000 7 45.28815 0.0216038 64
false 1.000000 10240 0.000000 2 34.92604 0.027834963 132
false 1.000000 10240 0.000000 3 16.43436 0.057357997 300
false 1.000000 10240 0.000000 5 8.840354 0.10162236 452
false 1.000000 10240 0.000000 7 9.737636 0.09313037 276
false 1.000000 1024 0.000000 2 48.892014 0.020043287 68
false 1.000000 1024 0.000000 3 26.575758 0.036263734 172
false 1.000000 1024 0.000000 5 42.64691 0.022911128 120
false 1.000000 1024 0.000000 7 26.575758 0.036263734 172
false 1.000000 10240 0.010000 2 28.23883 0.034201093 98
false 1.000000 10240 0.010000 3 14.490497 0.06455571 348
false 1.000000 10240 0.010000 5 5.632899 0.15076365 540
false 1.000000 10240 0.010000 7 3.5020058 0.22212322 576
false 1.000000 1024 0.010000 2 25.196007 0.038173757 200
false 1.000000 1024 0.010000 3 20.195211 0.04718047 296
false 1.000000 1024 0.010000 5 3.1042864 0.24364772 628
false 1.000000 1024 0.010000 7 24.564928 0.03911609 152
true 0.000000 10240 0.000000 2 32.416595 0.029925251 84
true 0.000000 10240 0.000000 3 12.069273 0.07651535 384
true 0.000000 10240 0.000000 5 14.381438 0.06501342 308
true 0.000000 10240 0.000000 7 15.759662 0.059667073 208
true 0.000000 1024 0.000000 2 167.04797 0.005950682 40
true 0.000000 1024 0.000000 3 31.350422 0.030911498 72
true 0.000000 1024 0.000000 5 22.387535 0.04275782 108
true 0.000000 1024 0.000000 7 45.41882 0.021542987 132
true 0.000000 10240 0.010000 2 21.0618 0.045327216 244
true 0.000000 10240 0.010000 3 14.9152355 0.06283288 152
true 0.000000 10240 0.010000 5 7.3611455 0.11960085 532
true 0.000000 10240 0.010000 7 17.203793 0.054933608 164
true 0.000000 1024 0.010000 2 29.241295 0.033067368 168
true 0.000000 1024 0.010000 3 39.63739 0.02460788 192
true 0.000000 1024 0.010000 5 15.245443 0.06155572 260
true 0.000000 1024 0.010000 7 17.447105 0.054209046 160
true 0.250000 10240 0.000000 2 23.38461 0.041009475 136
true 0.250000 10240 0.000000 3 13.052701 0.0711607 356
true 0.250000 10240 0.000000 5 9.132627 0.09869109 372
true 0.250000 10240 0.000000 7 5.4870644 0.15415293 532
true 0.250000 1024 0.000000 2 29.773373 0.032495625 144
true 0.250000 1024 0.000000 3 20.719791 0.04604096 244
true 0.250000 1024 0.000000 5 16.851618 0.05601733 228
true 0.250000 1024 0.000000 7 72.793915 0.013551253 36
true 0.250000 10240 0.010000 2 18.909231 0.050227955 128
true 0.250000 10240 0.010000 3 11.926172 0.077362426 320
true 0.250000 10240 0.010000 5 12.982786 0.07151651 300
true 0.250000 10240 0.010000 7 6.930818 0.12609039 512
true 0.250000 1024 0.010000 2 23.352495 0.041063555 212
true 0.250000 1024 0.010000 3 60.823627 0.016175047 48
true 0.250000 1024 0.010000 5 25.842453 0.03725442 184
true 0.250000 1024 0.010000 7 28.322412 0.034103606 228
true 0.500000 10240 0.000000 2 22.335646 0.042852897 284
true 0.500000 10240 0.000000 3 6.8707614 0.12705252 448
true 0.500000 10240 0.000000 5 17.817331 0.0531425 416
true 0.500000 10240 0.000000 7 7.4661245 0.1181178 460
true 0.500000 1024 0.000000 2 36.300575 0.026809238 108
true 0.500000 1024 0.000000 3 21.742609 0.043970328 212
true 0.500000 1024 0.000000 5 24.142561 0.039773196 144
true 0.500000 1024 0.000000 7 25.582998 0.03761803 168
true 0.500000 10240 0.010000 2 17.961563 0.052738268 168
true 0.500000 10240 0.010000 3 10.21477 0.089168124 408
true 0.500000 10240 0.010000 5 9.021728 0.0997832 488
true 0.500000 10240 0.010000 7 12.315 0.07510327 368
true 0.500000 1024 0.010000 2 21.916994 0.04363574 124
true 0.500000 1024 0.010000 3 14.020758 0.066574536 228
true 0.500000 1024 0.010000 5 41.140476 0.023730155 64
true 0.500000 1024 0.010000 7 22.108301 0.043274492 148
true 0.750000 10240 0.000000 2 14.161522 0.065956436 344
true 0.750000 10240 0.000000 3 16.133434 0.058365416 288
true 0.750000 10240 0.000000 5 16.135473 0.058358468 276
true 0.750000 10240 0.000000 7 9.953432 0.091295585 412
true 0.750000 1024 0.000000 2 24.901173 0.03860829 168
true 0.750000 1024 0.000000 3 19.40808 0.049000204 168
true 0.750000 1024 0.000000 5 22.122263 0.043248363 232
true 0.750000 1024 0.000000 7 74.478355 0.013248831 52
true 0.750000 10240 0.010000 2 10.992529 0.08338525 348
true 0.750000 10240 0.010000 3 10.382291 0.08785578 356
true 0.750000 10240 0.010000 5 6.312256 0.1367567 500
true 0.750000 10240 0.010000 7 11.782333 0.07823298 380
true 0.750000 1024 0.010000 2 22.956417 0.04174247 76
true 0.750000 1024 0.010000 3 113.3009 0.008748837 58
true 0.750000 1024 0.010000 5 45.02767 0.02172606 80
true 0.750000 1024 0.010000 7 27.005247 0.035707593 98
true 1.000000 10240 0.000000 2 7.596933 0.11632055 444
true 1.000000 10240 0.000000 3 9.162579 0.09840022 452
true 1.000000 10240 0.000000 5 10.237573 0.08898719 328
true 1.000000 10240 0.000000 7 15.670819 0.059985057 336
true 1.000000 1024 0.000000 2 20.64485 0.04620037 244
true 1.000000 1024 0.000000 3 14.101718 0.06621763 216
true 1.000000 1024 0.000000 5 28.112896 0.03434904 80
true 1.000000 1024 0.000000 7 11.468805 0.08020014 308
true 1.000000 10240 0.010000 2 8.018962 0.11087751 456
true 1.000000 10240 0.010000 3 11.396927 0.080665156 252
true 1.000000 10240 0.010000 5 10.481281 0.08709829 348
true 1.000000 10240 0.010000 7 14.175419 0.06589604 196
true 1.000000 1024 0.010000 2 41.140476 0.023730155 64
true 1.000000 1024 0.010000 3 21.11458 0.045219038 172
true 1.000000 1024 0.010000 5 32.504494 0.029846743 144
true 1.000000 1024 0.010000 7 41.431557 0.023567365 108
false 1.000000 10240 0.000000 2 35.94149 0.027069833 140
false 1.000000 10240 0.000000 3 12.220958 0.07563748 228
false 1.000000 10240 0.000000 5 8.754133 0.102520645 456
false 1.000000 10240 0.000000 7 15.205019 0.061709277 224
false 1.000000 1024 0.000000 2 49.27722 0.019889724 12
false 1.000000 1024 0.000000 3 80.79912 0.012225071 24
false 1.000000 1024 0.000000 5 27.158035 0.03551384 138
false 1.000000 1024 0.000000 7 23.075602 0.041535825 124
false 1.000000 10240 0.010000 2 18.210817 0.052054007 132
false 1.000000 10240 0.010000 3 7.8125787 0.11347417 472
false 1.000000 10240 0.010000 5 23.744017 0.04041381 236
false 1.000000 10240 0.010000 7 8.197059 0.10873041 416
false 1.000000 1024 0.010000 2 17.63584 0.053660046 312
false 1.000000 1024 0.010000 3 52.194736 0.018798852 108
false 1.000000 1024 0.010000 5 10.933175 0.083799995 396
false 1.000000 1024 0.010000 7 35.646267 0.02728791 112
true 0.000000 10240 0.000000 2 34.363777 0.028277522 100
true 0.000000 10240 0.000000 3 17.477789 0.05411903 280
true 0.000000 10240 0.000000 5 10.01476 0.09078727 400
true 0.000000 10240 0.000000 7 11.766885 0.07832764 320
true 0.000000 1024 0.000000 2 48.460457 0.020218171 84
true 0.000000 1024 0.000000 3 18.878328 0.05030604 184
true 0.000000 1024 0.000000 5 19.23272 0.049424894 260
true 0.000000 1024 0.000000 7 78.55351 0.012570155 24
true 0.000000 10240 0.010000 2 20.123156 0.04734141 136
true 0.000000 10240 0.010000 3 16.826818 0.056095257 280
true 0.000000 10240 0.010000 5 8.022285 0.11083666 400
true 0.000000 10240 0.010000 7 5.8201785 0.14662373 520
true 0.000000 1024 0.010000 2 30.265694 0.031983938 72
true 0.000000 1024 0.010000 3 22.594563 0.042382646 208
true 0.000000 1024 0.010000 5 9.738978 0.09311873 296
true 0.000000 1024 0.010000 7 30.717438 0.0315284 136
true 0.250000 10240 0.000000 2 21.611156 0.044225957 144
true 0.250000 10240 0.000000 3 6.9945674 0.12508494 420
true 0.250000 10240 0.000000 5 7.3007517 0.120471016 472
true 0.250000 10240 0.000000 7 11.515238 0.0799026 200
true 0.250000 1024 0.000000 2 35.19412 0.027628798 40
true 0.250000 1024 0.000000 3 22.093615 0.043302014 148
true 0.250000 1024 0.000000 5 17.548006 0.053914152 280
true 0.250000 1024 0.000000 7 22.594563 0.042382646 208
true 0.250000 10240 0.010000 2 15.828177 0.05942414 200
true 0.250000 10240 0.010000 3 12.139902 0.07610407 428
true 0.250000 10240 0.010000 5 9.21899 0.09785703 356
true 0.250000 10240 0.010000 7 13.512147 0.06890779 348
true 0.250000 1024 0.010000 2 17.773527 0.053266495 144
true 0.250000 1024 0.010000 3 28.15179 0.03430321 172
true 0.250000 1024 0.010000 5 19.675358 0.048366755 236
true 0.250000 1024 0.010000 7 16.844088 0.056040972 232
true 0.500000 10240 0.000000 2 20.75692 0.04596239 208
true 0.500000 10240 0.000000 3 8.107324 0.10980174 440
true 0.500000 10240 0.000000 5 12.267046 0.07537473 300
true 0.500000 10240 0.000000 7 8.871963 0.10129698 364
true 0.500000 1024 0.000000 2 51.225086 0.019147886 44
true 0.500000 1024 0.000000 3 47.676064 0.020543978 156
true 0.500000 1024 0.000000 5 11.16977 0.08217082 252
true 0.500000 1024 0.000000 7 39.7151 0.024560913 148
true 0.500000 10240 0.010000 2 11.453765 0.080297 364
true 0.500000 10240 0.010000 3 10.966298 0.08356804 240
true 0.500000 10240 0.010000 5 14.231683 0.06565263 208
true 0.500000 10240 0.010000 7 16.42683 0.05738278 192
true 0.500000 1024 0.010000 2 23.809668 0.04030687 92
true 0.500000 1024 0.010000 3 19.515335 0.048744023 236
true 0.500000 1024 0.010000 5 57.340374 0.017140789 96
true 0.500000 1024 0.010000 7 46.1713 0.02119933 64
true 0.750000 10240 0.000000 2 21.51769 0.04440953 136
true 0.750000 10240 0.000000 3 10.060535 0.09041154 420
true 0.750000 10240 0.000000 5 9.389718 0.096249 432
true 0.750000 10240 0.000000 7 6.0515466 0.14181286 400
true 0.750000 1024 0.000000 2 49.889347 0.019650478 126
true 0.750000 1024 0.000000 3 23.66561 0.04054228 184
true 0.750000 1024 0.000000 5 56.558743 0.017373556 120
true 0.750000 1024 0.000000 7 43.79912 0.022321867 140
true 0.750000 10240 0.010000 2 13.177454 0.07053453 260
true 0.750000 10240 0.010000 3 18.18893 0.05211338 160
true 0.750000 10240 0.010000 5 8.695926 0.10313611 496
true 0.750000 10240 0.010000 7 11.48476 0.08009765 408
true 0.750000 1024 0.010000 2 20.31123 0.04692362 136
true 0.750000 1024 0.010000 3 16.68814 0.056535054 292
true 0.750000 1024 0.010000 5 14.903206 0.062880404 180
true 0.750000 1024 0.010000 7 96.84996 0.010219729 32
true 1.000000 10240 0.000000 2 11.704926 0.07870963 396
true 1.000000 10240 0.000000 3 15.99307 0.058847524 188
true 1.000000 10240 0.000000 5 6.4626737 0.13400023 468
true 1.000000 10240 0.000000 7 13.568323 0.06864208 156
true 1.000000 1024 0.000000 2 22.80032 0.04201624 192
true 1.000000 1024 0.000000 3 51.37855 0.019091785 80
true 1.000000 1024 0.000000 5 34.12305 0.02847133 140
true 1.000000 1024 0.000000 7 82.6847 0.011949616 68
true 1.000000 10240 0.010000 2 13.295953 0.069949865 280
true 1.000000 10240 0.010000 3 14.465452 0.06466025 198
true 1.000000 10240 0.010000 5 14.260424 0.06552898 204
true 1.000000 10240 0.010000 7 7.2074013 0.121841244 376
true 1.000000 1024 0.010000 2 58.62597 0.016771216 76
true 1.000000 1024 0.010000 3 20.65008 0.046189208 272
true 1.000000 1024 0.010000 5 44.17756 0.022134883 84
true 1.000000 1024 0.010000 7 22.479576 0.04259021 168
false 1.000000 10240 0.000000 2 33.7831 0.028749594 136
false 1.000000 10240 0.000000 3 16.162537 0.058266446 340
false 1.000000 10240 0.000000 5 13.83885 0.067390665 328
false 1.000000 10240 0.000000 7 7.6432104 0.11569775 440
false 1.000000 1024 0.000000 2 80.35276 0.012292146 40
false 1.000000 1024 0.000000 3 104.47308 0.009481092 24
false 1.000000 1024 0.000000 5 25.805124 0.0373063 112
false 1.000000 1024 0.000000 7 26.575758 0.036263734 172
false 1.000000 10240 0.010000 2 21.63828 0.044172965 176
false 1.000000 10240 0.010000 3 13.185345 0.07049529 300
false 1.000000 10240 0.010000 5 10.071713 0.09032026 444
false 1.000000 10240 0.010000 7 7.14041 0.12284394 432
false 1.000000 1024 0.010000 2 41.383972 0.023593824 90
false 1.000000 1024 0.010000 3 26.779646 0.03599758 72
false 1.000000 1024 0.010000 5 8.67896 0.10331689 444
false 1.000000 1024 0.010000 7 51.253613 0.019137433 84
true 0.000000 10240 0.000000 2 32.14906 0.03016677 88
true 0.000000 10240 0.000000 3 12.359399 0.074853666 260
true 0.000000 10240 0.000000 5 8.4425125 0.10590401 392
true 0.000000 10240 0.000000 7 9.918548 0.091587275 352
true 0.000000 1024 0.000000 2 46.269737 0.021155184 94
true 0.000000 1024 0.000000 3 24.27565 0.03956377 248
true 0.000000 1024 0.000000 5 27.673233 0.034875732 360
true 0.000000 1024 0.000000 7 15.920084 0.05910136 256
true 0.000000 10240 0.010000 2 21.566732 0.044313017 132
true 0.000000 10240 0.010000 3 10.61435 0.086100385 320
true 0.000000 10240 0.010000 5 8.769863 0.10235558 516
true 0.000000 10240 0.010000 7 13.140046 0.07072113 260
true 0.000000 1024 0.010000 2 29.354944 0.03294356 108
true 0.000000 1024 0.010000 3 21.59153 0.044264376 176
true 0.000000 1024 0.010000 5 29.792812 0.03247511 84
true 0.000000 1024 0.010000 7 46.571434 0.021021018 40
true 0.250000 10240 0.000000 2 25.760862 0.037368003 88
true 0.250000 10240 0.000000 3 12.015105 0.0768338 340
true 0.250000 10240 0.000000 5 3.7718666 0.20956159 576
true 0.250000 10240 0.000000 7 12.919173 0.07184335 214
true 0.250000 1024 0.000000 2 30.931633 0.031316906 180
true 0.250000 1024 0.000000 3 8.301367 0.10751108 432
true 0.250000 1024 0.000000 5 18.261429 0.05191723 260
true 0.250000 1024 0.000000 7 47.06759 0.020804038 136
true 0.250000 10240 0.010000 2 17.70485 0.053462073 264
true 0.250000 10240 0.010000 3 15.2452755 0.061556358 304
true 0.250000 10240 0.010000 5 11.8019285 0.07811323 368
true 0.250000 10240 0.010000 7 10.755047 0.08506984 300
true 0.250000 1024 0.010000 2 24.864626 0.038662843 240
true 0.250000 1024 0.010000 3 8.320399 0.10729154 336
true 0.250000 1024 0.010000 5 26.575758 0.036263734 172
true 0.250000 1024 0.010000 7 18.164564 0.05217964 268
true 0.500000 10240 0.000000 2 21.40107 0.044640724 148
true 0.500000 10240 0.000000 3 15.66386 0.060010105 148
true 0.500000 10240 0.000000 5 4.349962 0.1869172 540
true 0.500000 10240 0.000000 7 10.335031 0.08822208 444
true 0.500000 1024 0.000000 2 25.856405 0.037235066 236
true 0.500000 1024 0.000000 3 32.23956 0.030084634 84
true 0.500000 1024 0.000000 5 28.521181 0.033873983 48
true 0.500000 1024 0.000000 7 32.14447 0.030170945 72
true 0.500000 10240 0.010000 2 10.289177 0.088580415 304
true 0.500000 10240 0.010000 3 11.224697 0.081801616 272
true 0.500000 10240 0.010000 5 10.6608515 0.08575703 404
true 0.500000 10240 0.010000 7 16.987925 0.05559285 256
true 0.500000 1024 0.010000 2 24.685799 0.038932018 164
true 0.500000 1024 0.010000 3 41.25036 0.023668438 112
true 0.500000 1024 0.010000 5 24.26223 0.039584786 88
true 0.500000 1024 0.010000 7 10.159377 0.08961073 408
true 0.750000 10240 0.000000 2 15.481596 0.060673736 152
true 0.750000 10240 0.000000 3 12.9892845 0.071483284 212
true 0.750000 10240 0.000000 5 8.628877 0.103854276 416
true 0.750000 10240 0.000000 7 7.347473 0.11979673 484
true 0.750000 1024 0.000000 2 25.841703 0.03725546 176
true 0.750000 1024 0.000000 3 12.052042 0.07661636 328
true 0.750000 1024 0.000000 5 17.66263 0.053583015 160
true 0.750000 1024 0.000000 7 38.54691 0.025286427 208
true 0.750000 10240 0.010000 2 17.552828 0.053900138 288
true 0.750000 10240 0.010000 3 15.695295 0.059897114 192
true 0.750000 10240 0.010000 5 10.929578 0.08382526 288
true 0.750000 10240 0.010000 7 15.854968 0.059329685 240
true 0.750000 1024 0.010000 2 21.795336 0.043868624 166
true 0.750000 1024 0.010000 3 7.021411 0.12466635 436
true 0.750000 1024 0.010000 5 22.208176 0.043088265 144
true 0.750000 1024 0.010000 7 77.9739 0.012662412 152
true 1.000000 10240 0.000000 2 14.346609 0.065160975 316
true 1.000000 10240 0.000000 3 9.695344 0.09349863 380
true 1.000000 10240 0.000000 5 7.9508 0.11172186 372
true 1.000000 10240 0.000000 7 7.581888 0.11652447 440
true 1.000000 1024 0.000000 2 20.425632 0.046673067 80
true 1.000000 1024 0.000000 3 34.3746 0.028268872 156
true 1.000000 1024 0.000000 5 19.254074 0.04937278 160
true 1.000000 1024 0.000000 7 23.898602 0.0401629 116
true 1.000000 10240 0.010000 2 16.664154 0.056611825 224
true 1.000000 10240 0.010000 3 11.635757 0.079140484 244
true 1.000000 10240 0.010000 5 6.9211698 0.12624398 460
true 1.000000 10240 0.010000 7 9.0253315 0.09974732 444
true 1.000000 1024 0.010000 2 36.94997 0.026350481 192
true 1.000000 1024 0.010000 3 39.968784 0.024408828 80
true 1.000000 1024 0.010000 5 49.476543 0.019811181 116
true 1.000000 1024 0.010000 7 12.491408 0.074121244 348
false 1.000000 10240 0.000000 2 40.396835 0.024156436 116
false 1.000000 10240 0.000000 3 14.590801 0.06414039 290
false 1.000000 10240 0.000000 5 5.9750423 0.1433683 572
false 1.000000 10240 0.000000 7 10.372492 0.08793148 372
false 1.000000 1024 0.000000 2 44.275436 0.022087032 100
false 1.000000 1024 0.000000 3 22.527473 0.042503502 212
false 1.000000 1024 0.000000 5 14.965778 0.06263396 308
false 1.000000 1024 0.000000 7 41.68069 0.023429798 228
false 1.000000 10240 0.010000 2 22.64157 0.042298377 236
false 1.000000 10240 0.010000 3 20.786488 0.04590001 152
false 1.000000 10240 0.010000 5 11.429678 0.080452606 280
false 1.000000 10240 0.010000 7 14.249547 0.06557572 228
false 1.000000 1024 0.010000 2 30.782333 0.03146402 108
false 1.000000 1024 0.010000 3 39.62636 0.02461456 124
false 1.000000 1024 0.010000 5 19.70093 0.04830701 232
false 1.000000 1024 0.010000 7 63.987885 0.015387484 134
true 0.000000 10240 0.000000 2 35.138725 0.027671147 160
true 0.000000 10240 0.000000 3 14.31453 0.06529746 344
true 0.000000 10240 0.000000 5 10.713888 0.08536875 316
true 0.000000 10240 0.000000 7 8.318628 0.107311934 488
true 0.000000 1024 0.000000 2 153.51814 0.006471732 44
true 0.000000 1024 0.000000 3 51.967766 0.018879406 52
true 0.000000 1024 0.000000 5 23.866734 0.040214367 332
