Generation	Bias	Standardized.fitness	Adjusted.fitness	Hits
16	false	7.914641	0.112175025	10
17	false	8.005079	0.11104844	5
18	false	8.003942	0.111062475	4
19	false	7.0685906	0.12393739	7
20	false	6.9183702	0.12628861	6
21	false	6.8462677	0.12744913	3
22	false	6.8462677	0.12744913	3
23	false	6.7592072	0.12887914	9
24	false	6.490754	0.13349791	4
25	false	6.504341	0.1332562	4
26	false	6.420274	0.13476592	8
27	false	6.3451624	0.13614403	10
28	false	6.308597	0.13682516	8
29	false	6.308597	0.13682516	8
30	false	6.278279	0.13739511	8
31	false	6.210088	0.13869457	7
32	false	6.210088	0.13869457	7
33	false	6.1494164	0.13987155	10
34	false	6.1509404	0.13984175	10
35	false	6.0287485	0.14227284	4
36	false	5.978985	0.14328732	10
37	false	5.978985	0.14328732	10
38	false	5.432049	0.15547146	6
39	false	5.432049	0.15547146	6
40	false	5.4315243	0.15548414	6
41	false	5.4358253	0.15538022	6
42	false	5.4358253	0.15538022	6
43	false	5.4358253	0.15538022	6
44	false	5.3983994	0.15628909	6
45	false	5.312481	0.15841632	6
46	false	4.922816	0.1688386	8
47	false	4.922816	0.1688386	8
48	false	4.53001	0.18083149	12
49	false	4.53001	0.18083149	12
50	false	4.53001	0.18083149	12
0	false	23.18481	0.041348267	0
1	false	23.214619	0.04129737	1
2	false	23.214619	0.04129737	1
3	false	23.214619	0.04129737	1
4	false	23.127527	0.041446436	0
5	false	22.385931	0.042760752	1
6	false	22.35915	0.042809777	1
7	false	20.500507	0.04651053	2
8	false	20.500507	0.04651053	2
9	false	20.020716	0.04757212	0
10	false	20.556635	0.04638943	3
11	false	19.82425	0.04802094	2
12	false	19.546087	0.048671067	3
13	false	18.667006	0.05084658	3
14	false	15.715759	0.059823785	3
15	false	15.078769	0.062193815	4
16	false	15.078769	0.062193815	4
17	false	11.108575	0.0825861	5
18	false	10.758002	0.08504846	5
19	false	8.368809	0.10673716	2
20	false	7.5451717	0.11702515	2
21	false	7.5451717	0.11702515	2
22	false	7.0694447	0.12392426	4
23	false	5.962147	0.14363384	6
24	false	5.962147	0.14363384	6
25	false	5.962147	0.14363384	6
26	false	4.7653313	0.17345057	7
27	false	4.0159516	0.19936396	6
28	false	3.7189417	0.21191192	7
29	false	3.7990487	0.20837465	6
30	false	3.7990487	0.20837465	6
31	false	3.7101073	0.21230939	7
32	false	3.6861126	0.2133965	7
33	false	3.4491935	0.22475983	8
34	false	3.4491935	0.22475983	8
35	false	3.3446097	0.23017026	9
36	false	3.2793083	0.23368262	5
37	false	3.118564	0.2428031	6
38	false	3.118564	0.2428031	6
39	false	3.0353925	0.24780735	7
40	false	2.9764535	0.25148037	9
41	false	2.8410563	0.26034504	8
42	false	2.5888302	0.27864233	13
43	false	2.5888302	0.27864233	13
44	false	2.5888302	0.27864233	13
45	false	2.5888302	0.27864233	13
46	false	2.5563304	0.28118873	8
